典拠	東島通商語	日本語直訳	和訳	英訳		
机戦戦術研究テキスト	KA E PENULLETI ELMELETI CUL PI PENTE KALETI CUL LETI PENTENLETI CUL CET MOL PI ETEC JO AUC LAUZAIT NEKUWAI LETI JULO E NUCIK JO KALETI NOLE PI JO XIBACKE LAUZAIT NEKUWAI PI KA CET E CUNET.	これは古い戦術なのでこの戦術への対策はたくさんあり、一番速く連将を作ることは今は難しいが後半に連将を作るとこれはとても強い。	古い戦術なので対策が多数あり、最速で連将を狙うことは難しくなったが中後半に完成させられると非常に強力。			
机戦戦術研究テキスト	JO WEKUPOLTO MOL ZO ICEIT CIK LETIT KIJE LETI JULO PI KA E NUCUNETLETI.	向こう側にある駒が取ることを受けやすく、これが弱い。	反対側の駒が取られやすいのが弱点。			
机戦戦術研究テキスト	KANTUK		激巫			
机戦戦術研究テキスト	LATA LUKUP KALETI ELMELETI CUL E PENTE LAUZAIT NEKUWAI LETI JULO. CUNENEK LETI KIN E NUXEP PI KA E PENTE CETLETI ELMELETI CUL METICA.	人はこの戦術が連将を作ることに対するものだという。日(=手番)の値が少なく、これは多くの戦術に対するものかもしれない。	連将の完成を阻止するために編み出されたと言われる戦術で、手数の少なさから様々な戦術の対策となることが期待されている。			
机戦戦術研究テキスト	JO KA MOL NOLE CO CENE LETIT KIJE CILETI XAN CILA.	これがある時あなたは相手の将を取ることができる、本当に。	この盤面になった時点で相手の将を確実にとることができる。			
机戦戦術研究テキスト	LATA LUKUPIT CO CENE E LUC CIK JO CETLETI NOLE PI KA CET E CUNET JO ELMETUDE.	人はあなたは多くのときに使うことができ、これが侵攻にとても強いという。	汎用性が高めで、攻撃力も非常に高いとされる。			
机戦戦術研究テキスト	PI, CO DELU LUCIT TAN JO TANCUK LETI ATELET PI JO CILETI TUDEIT TAN LETI NOLE KALETI ELMELETI CUL LETI KAPA E NIP PI KA E NUCUNETLETI.	しかし、巫の利益のために皇を使わねばならないので、相手が皇を行かせた時、この戦術の光が消え、これ(=このこと)が弱い。	しかし巫のために皇を使う関係上、相手に皇を動かされると無力化される弱点がある。			
机戦戦術研究テキスト	MAK PI JO XIPONTELATA CO IT KANTUK LETI NOLE CI LUCIT KUCTU PI LETIT KIJE CIK COLETI DODO. PI KA ELMELETI CUL MOL JO XIBACKELATA.	また、あなたが前半人において激巫を行うとき相手は弓を使ってあなたの馬を取りやすい。なのでこの戦術は後半人にある。	また、先手で激巫を行うと弓で馬を抜かれる可能性が非常に高くなるため、基本的に後手の戦術。			
机戦戦術研究テキスト	XANTANXAN		将皇将			
机戦戦術研究テキスト	KA E XELIT ETEC JO AUC LETIT KIJE CILETI CAUPLA LETI JULO LETI ELMELETI CUL. KA NIP E BATIN CIK PI XIPONTELATA AT XIBACKELATA LETI MAKLETI CENE LUCIT KA PI CI NIP LETIT KIJE CIK COLETI CAUPLA PI KA E LALAC.	これは最も速く相手の王を取ることを見る(=目指す)。これは発展しやすくないが、前半人と後半人の2つがこれを使うことができ相手はあなたの王を取りやすくなく、これが特徴である。	最短で王を取ることを目指す戦術で、発展性が低いものの先手後手ともに使うことができ、王の守りが比較的堅いことが特徴である。			
机戦戦術研究テキスト	LATA LUKUPIT TUDE PENTE KA LETI CILETI PENTENLETI CUL E PATE KILEIT TAN LETI JULO AT TUDEIT CAUPLA LETI JULO AT TUDEIT ETLETI ZO JO "ZE" LETI JULO. PI, JO AUC CILETI TUDEIT ETLETI ZO LETI JULO E TUDE JO NOCTULETI.	人は相手のこれへの対策は先に皇を来させることや王を動かすことや他の駒をZEに動かすことだと提案する。しかし、全てにおいて相手の他の駒の動きは遅くなる。	これに対する相手の対策は、先に皇を呼んでおく・王を逃がす・ZEのマスに駒を置いておく等があげられるが、いずれにしてもその手数の分だけ自陣の駒組みが遅れてしまう。			
机戦戦術研究テキスト	KANTUK AT XANTANXAN CELENE LUCIT TAN JO MICCA PI XANTANXAN NUPANKA E TUDE JO KANTUK.	激巫と将皇将はお互いに皇を使いたがるため将皇将は激巫とはうまくいかない。	皇の取り合いになる激巫とは相性が悪い。			
机戦戦術研究テキスト	MAK PI, CI TUDEIT TAN PI COLETI CAUPLA E MALUP. KA NIP E NEKUWAI PI XAN ICEIT CIK LETIT KIJE LETI JULO. CO DELU TICOTIT KA CET.	また、相手が皇を動かすとあなたの王は危険である。これは連将ではないので将は取られやすい。あなたはこれらを思う(=これらに注意する)必要がある。	また、皇を動かされた途端に王が危険にさらされること、連将と違って将自体は取られやすいことに注意。			
机戦戦術研究テキスト	KUCTU LETI XEL		定弓			
机戦戦術研究テキスト	KALETI ELMELETI CUL LETI CUNETLETI JO AUC E KA. XIJU LETI KIN NIP E NIPLETI KIN PI CO CENE LAUZAIT KA JO PANKALETI CUNENEK PI KA E ETEC.	この戦術の全てへの強みはこれである。裁の値が0の値でないならばあなたはこれを1日(=1手)で作れて、これが速い。	この戦術の何よりの強みは、裁で無が出ない限り開始から一手で完成するその速さである。			
机戦戦術研究テキスト	JO XIPONTELATA AT XIBACKELATA LETI MAKLETI KA PANKA E ACNAC PI KA E CUNET.	前半人と後半人の2つ(=両方)でこれはよく動き、これが強い。	先手後手に関わらず強力な効きを見せる。			
机戦戦術研究テキスト	KA LETIT CUNETLETI AT LACIKLETI MAKLETI PI KA CET ICEIT LUCLETI JULO JO AUCLETI ELMELETI.	これは強さと簡単さの2つ(=両方)を持つのでこれは全ての戦術においてよく使われる。	その強力さと簡単さを兼ね備えることから、最もよく指される定跡の一つである。			
机戦戦術研究テキスト	PENTE-KUCTU		抗弓			
机戦戦術研究テキスト	LATA LAUZAIT KA JO PENTE KUCTU LETI XEL LETI PENTENLETI CUL LUCU. PI LATA LUCIT KA JO XIBACKELATA PAPEL.	人はこれを定弓への対策として作った。そして人は普通これを後半人で使う。	定弓への対策として考案された戦術で、もっぱら後手で用いられる。			
机戦戦術研究テキスト	JO KUCTU LETI XEL MOL KA CILA. JO TANCUK E TUDE JO TANKE LETI NOLE CAUPLA LETI DAT O BEPICE ELME DELU ICEIT LAUZAIT LETI JULO. PENTE-KUCTU CENE CECNUTIT KA PI KA E PANKALETI LALAC JO AUC.	定弓に本当にこれがある。巫が皇処に動くときに王か馬弓兵が必ず作られること。抗弓はこれを守ることができ、これが全てにおける良い特徴である。	定弓に特有の、皇処に巫が出てきた時に王か馬弓兵のどちらかが必ず防げなくなるという事態を防げるのが最大の長所。			
机戦戦術研究テキスト	PENULLETI JO AUC LETI KANTEL E DUTUCUN PI PENTE KA LETI PENTENLETI CUL NUCET MOL PI LATA LUKUPIT TUDE CUCTOTIT KUCTU LETI XELLETI JULO AT LETIT KIJE KUCTU JO "CAU" PI XELIT BEPICE ELME LETI JULO.	最古の書が新しいのでこれへの対策はあまりないが、人は弓が効くことをを邪魔することや CAU の弓を取って馬弓兵を見ることを言う。	初出が比較的最近なため対策もあまり見つかっていないが、皇で弓の利きを塞ぐ・うまく CAU の弓を交換して馬弓兵を目指すなどが挙げられている。			
机戦戦術研究テキスト	CUCIT LETI XEL		定虎			
連盟サイト「遊戯の道具」	CETKAIK LETI CUL		遊戯の道具			
連盟サイト「遊戯の道具」	JO KA, CO CENE XELIT KALETI LATACET LETIT LETI CETKAIK LETI CUL. (ZEXO E PALIJA.LUJOTAPIC XIZI LETIT LETI.)		ここでは、当連盟の保有する机戦道具を例に紹介する。（写真は針谷諒太氏による。）			
連盟サイト「遊戯の道具」	ZO (片)		駒（【片】）			
連盟サイト「遊戯の道具」	ZO E TUDELETI NUXEP CUPOI. XELIT ZO LETI LUJOT PI CO LIJUIT KIJE LETIT ZO LETI LATA. LUJOT LETI LAUNZA E LAL JO CO PI CI E COLETI ZO.		遊戯者が手番ごとに動かす木の小片である。文字の方向によって自分の駒か否かが異なる。文字の下部が手前にあれば、それは自分の駒である。			
連盟サイト「遊戯の道具」	TAK (布)		盤（【布】）			
連盟サイト「遊戯の道具」	IT BELPIC LETI POLTO. 9LETI 9LETI PI 81LETI NUTOK MOL PI JO ETOLO LAUZAIT PAPEL.		遊戯を行う場。9x9の81マスで区切られており、おおむね布製である。			
連盟サイト「遊戯の道具」	XIJU (裁)		投げ棒（【裁】）			
連盟サイト「遊戯の道具」	JO EXUT LAUZAIT LETI NUXEP XEDIXEL. MAK PI KALETI PANLETI LAL E PULANLETI PI ETLETI LAL E DELUN. PANLETI LATA LETIT 5LETI. DELUNLETI LAL E 1LETI PI JO AUC KIN E JO 0LETI JO 5LETI. KA MOLIP PI LUCIT "MUN" LETI ZO.		竹製で一方が濃色、一方が淡色の短い棒である。1人5本持ち、濃い方を1として0から5までの乱数発生に用いる。無い場合は、「無」の駒で代用する。			
連盟サイト「遊戯の道具」	KINPIT LETI XEDIXEL (値軸)		点棒（【値軸】）			
連盟サイト「遊戯の道具」	KA E NECTELLETI XEDIXEL PI KINPIT KIN LETI NOLE LUCIT. PULANLETI E 1LETI PI LUDECLETI E 5LETI PI DELUNLETI E 25LETI PAPEL.		点数の計算に用いる細い棒。白は1点、赤は5点、黒は25点のように点数を決めて用いる。紛失したり破損したりしやすいため、当連盟ではしばしば爪楊枝を染色して代用する。			
連盟サイト「遊戯の道具」	KIN LETI BEPALE (値直)		点盤（【値直】）			
連盟サイト「遊戯の道具」	KA E KINPIT KIN LETI BEPALE PI LUCIT KA JO LAPE LETI XEDIXEL LETI PAUBE. PAPEL, JO XELIT KIN AT CUCNIJAMAC MI CET LUCIT MUN LETI ZO PI JO XELIT XOT MI CET LUCIT LUDECLETI TAN.		点数管理に用いる盤。上の点棒に替えてこれを用いる。点数及び倍率表示には無の駒を、季の表示には赤皇を置くことが多い。			
連盟サイト「遊戯の道具」	JO ANPAMIJAIT LETI NOLE		収納した状態			
連盟サイト「遊戯の道具」	JO ANPAMIJAIT LETI NOLE MI CET LUCIT TAK PI IPEIT ZO AT XIJU PI JO ETOLOCNA ETOLOCNAIT.		収納時は盤で駒と投げ棒を包み込み、紐で結んでおく。			
連盟サイト「駒・役と点数」	ZO AT DAT AT CILETI KIN		駒・役と点数			
連盟サイト「駒・役と点数」	ZO LETI ALAELEN		駒の名前			
連盟サイト「駒・役と点数」	ZO E TUDELETI NUXEP CUPOI.		駒はそれぞれのプレーヤーが動かす木の小片である。			
連盟サイト「駒・役と点数」	船 PIJUME/MUAK		船 ピユメ/ムアク			
連盟サイト「駒・役と点数」	兵 ELME/KAUK		兵 エルメ/カウク			
連盟サイト「駒・役と点数」	弓 KUCTU		弓 クストゥ			
連盟サイト「駒・役と点数」	車 XIJE/KAUN		車 シイェ/カウン			
連盟サイト「駒・役と点数」	虎 CUCIT/DAU		虎 ススィト/ダウ			
連盟サイト「駒・役と点数」	馬 DODO/MAUN		馬 ドド/マウン			
連盟サイト「駒・役と点数」	筆 KUWA		筆 クワ			
連盟サイト「駒・役と点数」	巫 TANCUK		巫 タンスク			
連盟サイト「駒・役と点数」	将 XAN/WAI		将 シャン/ワイ			
連盟サイト「駒・役と点数」	王 CAUPLA (io)		王 サウプラ (io)			
連盟サイト「駒・役と点数」	皇 TAN (tam2)		皇 タン (tam2)			
連盟サイト「駒・役と点数」	DAT AT DAT LETI KIN		役と点数			
連盟サイト「駒・役と点数」	DAT E PANKALETI ZO CET O JO BELPIC LETI PANKALETI NOLE PI LATA CET XELIT DAT PI LETIT CILETI KIN.		「役（集/dat2）」は手駒にある特定の駒の集まり、もしくは遊技中の特定の状況で、競技者はこれに応じて相手から得点を得る。			
連盟サイト「駒・役と点数」	PAPELLETI DAT		通常役			
連盟サイト「駒・役と点数」	PANKALETI ZO CET		特定の駒の集まりによるもの。			
連盟サイト「駒・役と点数」	50 KIN		50点役			
連盟サイト「駒・役と点数」	無抗行処 AUC/MUMAKMOKE		無抗行処 アウス/ムマクモケ			
連盟サイト「駒・役と点数」	MUMAKMOKE LETI KANTEL E "CI E TUDE KAME POTO PI ZIK MOLIP"		行く所に敵なしという意。			
連盟サイト「駒・役と点数」	AUC LETI ZO		全種類の駒			
連盟サイト「駒・役と点数」	10 KIN		10点役			
